RowId,AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,AVERAGE_RAIN,Hour,DayOfWeek,Month,Is_Weekend,Is_Rush_Hour
6326,Low,43.4,22.7,82.2,DARK,14.0,1012.0,100.0,2.0,nuvens dispersas,sem chuva,1,3,10,0,0
6327,Medium,33.0,23.7,102.1,LIGHT,14.0,1030.0,47.0,4.0,céu claro,sem chuva,12,1,2,0,0
6328,Medium,41.6,19.4,83.6,LIGHT,11.0,996.0,66.0,7.0,nuvens quebrados,sem chuva,15,4,2,0,0
6329,Medium,33.2,22.9,76.5,LIGHT,19.0,1015.0,63.0,3.0,sem observação,sem chuva,15,0,5,0,0
6330,High,37.1,53.0,89.6,LIGHT,26.0,1022.0,57.0,2.0,céu claro,sem chuva,16,2,9,0,0
6331,Low,44.0,16.4,76.7,LIGHT,20.0,1017.0,100.0,1.0,sem observação,sem chuva,12,2,9,0,0
6332,Low,34.6,9.8,75.8,LIGHT,20.0,1015.0,88.0,4.0,nuvens dispersas,sem chuva,19,0,6,0,1
6333,Medium,40.7,23.7,77.9,LIGHT,18.0,1018.0,88.0,2.0,sem observação,sem chuva,13,4,9,0,0
6334,Medium,35.8,41.9,92.8,LIGHT,20.0,1015.0,82.0,3.0,nuvens quebrados,sem chuva,15,2,9,0,0
6335,Low,38.8,9.1,87.9,LIGHT,20.0,1018.0,64.0,2.0,sem observação,sem chuva,8,5,6,1,1
6336,High,36.2,94.7,87.8,LIGHT,16.0,1021.0,88.0,1.0,céu pouco nublado,sem chuva,10,3,9,0,0
6337,None_Existent,36.3,1.5,63.0,DARK,11.0,1016.0,76.0,2.0,nuvens dispersas,sem chuva,1,3,6,0,0
6338,Low,42.3,2.4,84.3,LOW_LIGHT,9.0,1019.0,93.0,4.0,nuvens dispersas,sem chuva,7,4,11,0,1
6339,None_Existent,36.7,2.3,77.9,DARK,6.0,1022.0,93.0,0.0,céu claro,sem chuva,22,3,1,0,0
6340,Medium,38.2,29.1,89.6,DARK,15.0,1014.0,82.0,1.0,algumas nuvens,sem chuva,18,6,10,1,1
6341,Low,52.1,1.4,69.4,DARK,7.0,1021.0,76.0,1.0,céu claro,sem chuva,6,1,12,0,0
6342,Medium,46.0,9.2,82.1,DARK,15.0,1020.0,100.0,2.0,sem observação,sem chuva,22,5,9,1,0
6343,Medium,41.6,25.6,73.6,LIGHT,12.0,1011.0,76.0,7.0,nuvens dispersas,sem chuva,16,3,11,0,0
6344,None_Existent,42.9,0.0,69.9,DARK,15.0,1013.0,100.0,5.0,nublado,sem chuva,4,4,5,0,0
6345,High,41.5,104.4,71.7,LIGHT,9.0,997.0,87.0,3.0,nuvens quebradas,sem chuva,9,1,4,0,1
6346,Medium,34.6,39.8,88.9,LIGHT,11.0,1004.0,93.0,4.0,sem observação,chuva fraca,12,2,10,0,0
6347,Medium,45.0,12.6,80.6,LIGHT,16.0,1013.0,93.0,3.0,sem observação,chuva moderada,7,2,9,0,1
6348,Medium,43.0,5.8,87.8,LIGHT,15.0,1016.0,100.0,2.0,nuvens quebradas,sem chuva,6,4,7,0,0
6349,Medium,34.4,18.0,92.4,LIGHT,11.0,1021.0,57.0,5.0,algumas nuvens,sem chuva,15,5,2,1,0
6350,None_Existent,42.1,0.0,75.1,DARK,2.0,1022.0,93.0,0.0,céu claro,sem chuva,4,4,1,0,0
6351,None_Existent,40.3,2.6,60.8,DARK,18.0,1020.0,100.0,4.0,céu pouco nublado,sem chuva,22,6,6,1,0
6352,Very_High,47.9,90.2,65.4,LIGHT,16.0,1021.0,48.0,2.0,sem observação,sem chuva,7,2,5,0,1
6353,None_Existent,36.2,4.5,92.0,DARK,19.0,1016.0,88.0,1.0,sem observação,sem chuva,21,3,7,0,0
6354,None_Existent,37.4,6.3,88.4,DARK,9.0,1031.0,100.0,1.0,céu claro,sem chuva,0,3,2,0,0
6355,None_Existent,35.2,2.8,84.6,LIGHT,15.0,1011.0,100.0,5.0,sem observação,chuva leve,9,5,11,1,1
6356,Medium,41.7,8.7,74.8,LIGHT,17.0,1014.0,100.0,7.0,sem observação,sem chuva,6,1,7,0,0
6357,None_Existent,48.9,0.0,84.4,DARK,17.0,1016.0,52.0,4.0,céu claro,sem chuva,4,5,10,1,0
6358,Medium,41.1,24.3,75.6,LIGHT,10.0,1016.0,87.0,3.0,algumas nuvens,sem chuva,10,0,11,0,0
6359,Medium,44.9,18.5,86.6,DARK,17.0,1019.0,93.0,3.0,céu claro,sem chuva,21,5,8,1,0
6360,Low,34.6,17.6,93.1,DARK,19.0,1013.0,88.0,0.0,algumas nuvens,sem chuva,20,1,9,0,0
6361,Low,43.4,3.8,80.8,LIGHT,13.0,1013.0,93.0,1.0,sem observação,sem chuva,8,0,8,0,1
6362,High,48.1,20.3,68.9,DARK,13.0,1023.0,76.0,3.0,algumas nuvens,sem chuva,19,1,11,0,1
6363,Low,47.1,3.8,85.1,DARK,19.0,1018.0,82.0,1.0,sem observação,sem chuva,2,6,9,1,0
6364,Medium,37.3,26.7,85.3,LIGHT,28.0,1017.0,20.0,4.0,sem observação,sem chuva,16,5,9,1,0
6365,Medium,38.3,22.2,76.3,LIGHT,15.0,1008.0,87.0,12.0,sem observação,chuva fraca,13,3,6,0,0
6366,Low,37.6,8.2,91.2,DARK,6.0,1030.0,93.0,0.0,sem observação,sem chuva,22,0,2,0,0
6367,High,38.7,81.5,85.5,LIGHT,26.0,1017.0,44.0,4.0,sem observação,sem chuva,16,4,9,0,0
6368,Medium,32.5,37.8,92.8,LIGHT,20.0,1022.0,42.0,3.0,céu claro,sem chuva,15,3,2,0,0
6369,Low,39.4,2.8,88.2,DARK,8.0,1029.0,57.0,2.0,céu claro,sem chuva,0,2,2,0,0
6370,Low,40.0,18.8,89.3,LIGHT,23.0,1017.0,53.0,4.0,céu claro,sem chuva,13,5,10,1,0
6371,Low,44.8,7.1,79.8,DARK,15.0,1021.0,93.0,2.0,sem observação,sem chuva,23,1,8,0,0
6372,High,37.1,44.6,90.1,LIGHT,28.0,1018.0,32.0,2.0,céu claro,sem chuva,17,1,9,0,1
6373,None_Existent,44.7,0.0,80.6,DARK,6.0,1010.0,81.0,6.0,céu claro,sem chuva,4,6,10,1,0
6374,High,38.3,90.7,77.4,LIGHT,16.0,1030.0,87.0,2.0,céu claro,sem chuva,16,6,12,1,0
6375,Low,35.2,12.5,88.5,LIGHT,12.0,1012.0,87.0,4.0,nuvens dispersas,sem chuva,12,6,11,1,0
6376,High,42.7,53.5,83.8,DARK,12.0,1010.0,81.0,2.0,nuvens dispersas,sem chuva,19,0,11,0,1
6377,Low,35.8,11.1,71.8,LIGHT,20.0,1015.0,72.0,3.0,sem observação,aguaceiros,19,1,6,0,1
6378,High,41.9,85.6,86.6,LIGHT,18.0,1019.0,82.0,3.0,céu claro,sem chuva,16,6,9,1,0
6379,Low,37.0,9.5,85.5,LIGHT,9.0,1032.0,87.0,0.0,algumas nuvens,sem chuva,10,6,12,1,0
6380,Medium,37.4,21.8,92.8,LIGHT,19.0,1017.0,72.0,4.0,céu claro,sem chuva,19,5,7,1,1
6381,None_Existent,39.2,0.0,91.9,DARK,8.0,1025.0,100.0,1.0,nuvens quebrados,sem chuva,22,3,2,0,0
6382,High,34.5,47.2,94.9,LIGHT,14.0,1027.0,87.0,2.0,sem observação,sem chuva,16,4,3,0,0
6383,Very_High,47.2,64.9,81.5,LIGHT,8.0,1023.0,100.0,4.0,nuvens quebrados,sem chuva,9,4,2,0,1
6384,Low,37.4,8.1,90.3,LIGHT,32.0,1017.0,55.0,3.0,céu claro,sem chuva,13,5,8,1,0
6385,None_Existent,47.1,0.0,71.7,DARK,9.0,1021.0,58.0,5.0,céu claro,sem chuva,3,1,12,0,0
6386,High,33.5,49.3,76.9,LIGHT,22.0,1018.0,77.0,3.0,sem observação,sem chuva,16,4,6,0,0
6387,Low,37.9,12.8,79.1,DARK,22.0,1016.0,43.0,3.0,sem observação,sem chuva,20,5,9,1,0
6388,Low,34.5,4.7,64.3,DARK,17.0,1017.0,82.0,0.0,sem observação,sem chuva,4,5,6,1,0
6389,None_Existent,40.7,1.7,73.2,LOW_LIGHT,8.0,995.0,93.0,2.0,sem observação,aguaceiros fracos,6,1,4,0,0
6390,High,43.0,32.0,86.3,DARK,17.0,1016.0,88.0,6.0,nuvens quebrados,sem chuva,21,1,8,0,0
6391,Low,46.9,7.0,78.1,DARK,13.0,1026.0,100.0,0.0,nuvens quebrados,sem chuva,0,5,11,1,0
6392,High,35.9,65.1,80.2,LIGHT,21.0,1018.0,72.0,4.0,céu pouco nublado,sem chuva,15,2,5,0,0
6393,Medium,44.5,6.6,70.6,LIGHT,10.0,1013.0,82.0,4.0,nuvens quebradas,sem chuva,6,3,6,0,0
6394,High,42.1,69.8,88.4,LIGHT,16.0,1018.0,93.0,3.0,sem observação,sem chuva,17,6,9,1,1
6395,Medium,41.0,7.3,85.0,DARK,6.0,1023.0,100.0,3.0,céu claro,sem chuva,5,5,2,1,0
6396,Very_High,47.6,188.5,81.5,LIGHT,11.0,993.0,71.0,6.0,sem observação,chuva moderada,9,4,2,0,1
6397,None_Existent,41.4,0.0,86.9,DARK,1.0,1028.0,93.0,2.0,céu claro,sem chuva,6,6,2,1,0
6398,None_Existent,42.7,0.0,87.0,DARK,16.0,1018.0,93.0,2.0,nuvens quebrados,sem chuva,2,3,8,0,0
6399,Low,44.8,9.7,75.1,DARK,19.0,1016.0,46.0,1.0,céu claro,sem chuva,1,6,8,1,0
6400,Medium,40.2,20.6,69.8,LIGHT,19.0,1011.0,88.0,9.0,sem observação,chuva fraca,13,1,6,0,0
6401,Low,41.0,3.2,61.4,LIGHT,13.0,1017.0,93.0,5.0,sem observação,sem chuva,6,0,5,0,0
6402,Very_High,46.5,95.8,65.0,LIGHT,14.0,1011.0,100.0,3.0,nuvens quebradas,sem chuva,7,2,5,0,1
6403,Low,39.4,11.0,90.7,LIGHT,15.0,1021.0,100.0,2.0,céu pouco nublado,sem chuva,8,6,8,1,1
6404,Medium,38.5,21.4,76.4,LIGHT,14.0,1023.0,76.0,6.0,algumas nuvens,sem chuva,16,1,11,0,0
6405,Low,38.1,12.7,95.1,LIGHT,22.0,1019.0,78.0,2.0,sem observação,sem chuva,11,6,7,1,0
6406,None_Existent,37.8,1.4,76.1,DARK,15.0,1008.0,72.0,3.0,céu limpo,sem chuva,22,6,4,1,0
6407,Medium,39.4,38.6,75.1,LIGHT,15.0,1020.0,72.0,2.0,céu claro,sem chuva,16,4,1,0,0
6408,None_Existent,41.1,0.0,75.8,DARK,10.0,1022.0,76.0,4.0,céu claro,sem chuva,23,1,11,0,0
6409,High,41.5,81.7,82.3,LIGHT,22.0,1014.0,82.0,1.0,céu pouco nublado,sem chuva,16,6,8,1,0
6410,None_Existent,38.4,1.8,72.0,DARK,14.0,1016.0,100.0,1.0,nuvens quebradas,sem chuva,4,3,6,0,0
6411,None_Existent,43.1,0.0,71.5,DARK,10.0,1020.0,93.0,5.0,sem observação,sem chuva,4,0,6,0,0
6412,None_Existent,38.2,0.0,74.2,DARK,13.0,1016.0,77.0,4.0,céu claro,sem chuva,23,3,11,0,0
6413,None_Existent,42.3,0.0,75.8,DARK,13.0,1009.0,93.0,3.0,sem observação,chuva leve,1,6,11,1,0
6414,Very_High,47.3,89.8,87.2,DARK,12.0,1022.0,100.0,4.0,sem observação,chuva,19,4,2,0,1
6415,None_Existent,43.7,1.9,83.8,DARK,7.0,1029.0,76.0,3.0,céu claro,sem chuva,23,1,2,0,0
6416,Very_High,45.1,65.9,86.6,LOW_LIGHT,15.0,1013.0,93.0,2.0,algumas nuvens,sem chuva,17,4,10,0,1
6417,None_Existent,39.8,4.6,80.6,DARK,13.0,1018.0,93.0,6.0,nuvens quebrados,sem chuva,23,2,1,0,0
6418,High,33.5,74.7,76.7,LIGHT,19.0,1018.0,63.0,7.0,sem observação,sem chuva,14,1,6,0,0
6419,None_Existent,43.5,4.0,88.3,LIGHT,14.0,1013.0,93.0,7.0,sem observação,chuva moderada,9,6,10,1,1
6420,Medium,33.6,17.2,77.7,LIGHT,22.0,1017.0,68.0,6.0,céu pouco nublado,sem chuva,13,0,5,0,0
6421,None_Existent,39.6,1.0,65.5,DARK,15.0,1018.0,100.0,2.0,nublado,sem chuva,2,4,6,0,0
6422,None_Existent,42.0,1.0,83.5,DARK,21.0,1014.0,73.0,2.0,céu claro,sem chuva,5,4,8,0,0
6423,None_Existent,39.8,8.9,78.6,DARK,14.0,1019.0,100.0,3.0,sem observação,chuvisco fraco,23,5,4,1,0
6424,None_Existent,39.6,3.4,87.2,DARK,18.0,1014.0,93.0,1.0,céu pouco nublado,sem chuva,22,6,7,1,0
6425,None_Existent,43.6,0.0,81.0,DARK,19.0,1013.0,78.0,1.0,céu claro,sem chuva,22,2,8,0,0
6426,None_Existent,41.5,0.0,88.5,DARK,12.0,1020.0,93.0,3.0,sem observação,chuva fraca,1,0,3,0,0
6427,Low,38.1,9.1,86.9,LIGHT,15.0,1030.0,48.0,4.0,céu claro,sem chuva,13,1,2,0,0
6428,Low,33.3,12.2,71.1,LIGHT,22.0,1018.0,41.0,4.0,sem observação,sem chuva,12,1,5,0,0
6429,Low,40.8,1.0,85.3,DARK,16.0,1020.0,88.0,7.0,nuvens quebradas,sem chuva,0,1,9,0,0
6430,None_Existent,34.5,5.2,93.0,DARK,10.0,1031.0,100.0,0.0,céu claro,sem chuva,23,2,2,0,0
6431,Low,38.3,5.3,64.2,DARK,17.0,1015.0,59.0,3.0,sem observação,sem chuva,23,1,5,0,0
6432,Low,35.2,5.0,72.9,DARK,18.0,1003.0,59.0,4.0,céu claro,sem chuva,0,6,11,1,0
6433,Very_High,39.6,56.6,87.8,DARK,20.0,1022.0,82.0,4.0,céu claro,sem chuva,19,5,9,1,1
6434,Medium,35.6,31.8,75.3,LIGHT,18.0,1021.0,72.0,4.0,sem observação,sem chuva,18,6,6,1,1
6435,High,34.0,66.0,91.4,LIGHT,21.0,1021.0,82.0,5.0,céu pouco nublado,sem chuva,17,5,8,1,1
6436,Medium,34.5,38.1,68.2,LIGHT,21.0,1022.0,73.0,3.0,céu pouco nublado,sem chuva,15,6,8,1,0
6437,Medium,38.8,35.3,83.1,LOW_LIGHT,19.0,1016.0,88.0,3.0,algumas nuvens,sem chuva,18,5,9,1,1
6438,None_Existent,38.4,6.4,83.2,DARK,16.0,1025.0,63.0,1.0,céu claro,sem chuva,23,1,10,0,0
6439,Medium,38.2,53.9,74.3,LIGHT,21.0,1016.0,82.0,4.0,céu pouco nublado,sem chuva,18,1,6,0,1
6440,High,41.2,113.5,85.1,LIGHT,20.0,1022.0,64.0,3.0,sem observação,sem chuva,11,2,8,0,0
6441,Very_High,44.0,66.6,83.7,LIGHT,22.0,1018.0,82.0,2.0,sem observação,sem chuva,18,4,8,0,1
6442,None_Existent,39.3,2.5,71.7,DARK,8.0,1029.0,76.0,1.0,sem observação,sem chuva,3,0,12,0,0
6443,None_Existent,44.3,3.6,81.3,DARK,17.0,1018.0,82.0,5.0,céu claro,sem chuva,21,1,7,0,0
6444,Medium,37.1,19.0,72.1,LIGHT,15.0,1024.0,87.0,5.0,nuvens quebrados,sem chuva,15,5,12,1,0
6445,Medium,46.1,11.5,79.4,LIGHT,21.0,1012.0,68.0,5.0,céu claro,sem chuva,13,3,10,0,0
6446,High,41.5,34.5,75.4,LIGHT,12.0,1026.0,71.0,2.0,nuvens dispersas,sem chuva,9,4,4,0,1
6447,None_Existent,44.3,0.0,70.5,DARK,18.0,1017.0,93.0,1.0,sem observação,sem chuva,22,0,9,0,0
6448,None_Existent,43.0,0.0,81.8,DARK,15.0,1018.0,93.0,3.0,céu claro,sem chuva,4,3,8,0,0
6449,None_Existent,51.2,0.0,68.0,DARK,14.0,1018.0,87.0,5.0,nublado,sem chuva,3,1,5,0,0
6450,Low,44.8,8.6,77.5,DARK,15.0,1019.0,100.0,1.0,sem observação,sem chuva,6,4,8,0,0
6451,None_Existent,39.2,0.0,92.3,DARK,7.0,1030.0,93.0,0.0,céu claro,sem chuva,21,0,2,0,0
6452,Low,39.8,2.8,81.5,DARK,18.0,1016.0,73.0,1.0,céu claro,sem chuva,0,5,8,1,0
6453,High,32.1,219.6,97.5,LIGHT,13.0,1024.0,71.0,5.0,algumas nuvens,sem chuva,17,6,2,1,1
6454,None_Existent,45.3,0.0,83.6,DARK,16.0,1018.0,100.0,7.0,sem observação,chuva moderada,5,1,9,0,0
6455,None_Existent,40.1,0.0,68.1,DARK,16.0,1016.0,100.0,2.0,nuvens quebradas,sem chuva,3,5,6,1,0
6456,Very_High,44.5,101.6,85.0,LIGHT,17.0,1014.0,77.0,3.0,algumas nuvens,sem chuva,14,4,10,0,0
6457,None_Existent,41.8,1.2,91.8,DARK,20.0,1016.0,94.0,1.0,sem observação,sem chuva,1,0,8,0,0
6458,Medium,34.2,49.6,79.5,LIGHT,23.0,1020.0,64.0,4.0,sem observação,sem chuva,14,6,4,1,0
6459,Medium,40.4,29.4,85.3,LIGHT,28.0,1017.0,25.0,3.0,sem observação,sem chuva,15,5,9,1,0
6460,None_Existent,41.9,0.0,75.3,DARK,13.0,1019.0,100.0,2.0,sem observação,chuva fraca,1,0,4,0,0
6461,Very_High,48.2,83.8,60.7,LIGHT,11.0,1016.0,76.0,4.0,nuvens dispersas,sem chuva,7,4,5,0,1
6462,Very_High,44.5,82.4,85.0,LIGHT,24.0,1012.0,44.0,6.0,algumas nuvens,sem chuva,18,4,9,0,1
6463,None_Existent,48.2,1.1,70.1,DARK,15.0,1018.0,100.0,3.0,sem observação,sem chuva,0,3,9,0,0
6464,Medium,36.1,29.9,81.8,LIGHT,22.0,1020.0,68.0,5.0,sem observação,sem chuva,15,5,9,1,0
6465,None_Existent,44.9,1.3,84.6,DARK,14.0,1017.0,100.0,0.0,algumas nuvens,sem chuva,1,0,9,0,0
6466,Medium,39.8,5.8,60.5,LIGHT,9.0,1017.0,81.0,1.0,sem observação,sem chuva,6,2,6,0,0
6467,None_Existent,41.5,0.0,76.1,DARK,14.0,1019.0,87.0,3.0,nublado,sem chuva,23,6,5,1,0
6468,Low,45.1,3.2,86.6,DARK,17.0,1022.0,29.0,6.0,céu claro,sem chuva,2,1,10,0,0
6469,None_Existent,39.4,0.0,88.8,DARK,19.0,1015.0,100.0,1.0,sem observação,sem chuva,2,2,7,0,0
6470,High,38.4,33.5,85.7,LIGHT,15.0,1027.0,58.0,7.0,nuvens dispersas,sem chuva,10,2,2,0,0
6471,Low,32.7,16.3,66.2,DARK,15.0,1029.0,82.0,1.0,nuvens quebrados,sem chuva,0,3,12,0,0
6472,High,44.1,71.7,85.4,DARK,18.0,1023.0,59.0,4.0,céu claro,sem chuva,18,2,10,0,1
6473,Very_High,38.5,81.0,85.1,LIGHT,23.0,1013.0,82.0,2.0,sem observação,sem chuva,18,1,7,0,1
6474,None_Existent,42.6,0.0,88.4,LIGHT,16.0,1023.0,88.0,1.0,sem observação,sem chuva,9,6,9,1,1
6475,High,41.9,60.2,86.6,DARK,24.0,1023.0,73.0,2.0,céu claro,sem chuva,19,2,9,0,1
6476,Medium,36.2,36.4,88.7,DARK,11.0,1024.0,71.0,5.0,algumas nuvens,sem chuva,19,6,1,1,1
6477,None_Existent,35.2,6.1,86.1,DARK,16.0,1016.0,93.0,1.0,nuvens quebradas,sem chuva,5,5,7,1,0
6478,None_Existent,42.5,0.0,73.9,DARK,11.0,1022.0,93.0,0.0,nuvens quebrados,sem chuva,6,2,12,0,0
6479,Low,39.4,5.4,81.8,DARK,20.0,1014.0,68.0,0.0,céu claro,sem chuva,22,0,8,0,0
6480,None_Existent,45.4,2.0,89.2,DARK,13.0,1016.0,93.0,1.0,céu claro,sem chuva,3,2,8,0,0
6481,None_Existent,41.5,0.0,76.3,LOW_LIGHT,14.0,1013.0,66.0,1.0,céu limpo,sem chuva,6,6,4,1,0
6482,Low,38.5,11.2,88.4,LIGHT,26.0,1021.0,54.0,2.0,céu claro,sem chuva,12,1,9,0,0
6483,Low,39.0,8.1,69.8,DARK,10.0,1016.0,87.0,3.0,sem observação,sem chuva,1,6,5,1,0
6484,None_Existent,42.8,0.0,86.2,DARK,15.0,1020.0,100.0,0.0,sem observação,sem chuva,1,0,10,0,0
6485,High,33.8,47.8,75.8,LIGHT,15.0,1019.0,67.0,2.0,nuvens dispersas,sem chuva,11,4,6,0,0
6486,Low,41.3,9.9,81.9,DARK,16.0,1018.0,100.0,3.0,sem observação,sem chuva,2,5,9,1,0
6487,Medium,38.9,28.2,78.3,LIGHT,13.0,1007.0,87.0,6.0,sem observação,chuva fraca,12,2,4,0,0
6488,High,39.6,45.0,88.3,LIGHT,22.0,1011.0,60.0,5.0,algumas nuvens,sem chuva,15,3,10,0,0
6489,None_Existent,41.5,0.0,88.9,DARK,9.0,1027.0,71.0,5.0,céu claro,sem chuva,5,6,2,1,0
6490,Low,38.1,11.5,89.9,LIGHT,15.0,1021.0,47.0,2.0,céu claro,sem chuva,10,6,10,1,0
6491,Very_High,46.6,97.8,63.4,LIGHT,17.0,1019.0,55.0,5.0,sem observação,sem chuva,7,0,5,0,1
6492,None_Existent,47.2,0.0,80.7,DARK,10.0,996.0,87.0,4.0,sem observação,chuva moderada,3,4,2,0,0
6493,Very_High,39.8,69.7,79.7,LIGHT,22.0,1013.0,83.0,5.0,sem observação,sem chuva,8,4,7,0,1
6494,High,42.6,108.7,83.3,LIGHT,20.0,1020.0,83.0,2.0,nuvens quebradas,sem chuva,17,1,9,0,1
6495,None_Existent,39.1,0.0,90.6,DARK,9.0,1021.0,93.0,3.0,céu claro,sem chuva,22,0,2,0,0
6496,High,36.4,79.6,89.8,LIGHT,23.0,1021.0,83.0,4.0,sem observação,sem chuva,14,2,8,0,0
6497,Medium,34.9,51.2,80.0,LIGHT,12.0,1022.0,82.0,0.0,céu pouco nublado,sem chuva,9,3,4,0,1
6498,Low,45.1,3.4,90.9,DARK,12.0,1005.0,93.0,5.0,sem observação,chuva leve,19,6,11,1,1
6499,None_Existent,47.1,4.8,77.5,DARK,17.0,1019.0,93.0,1.0,nuvens quebradas,sem chuva,2,0,9,0,0
6500,Medium,37.4,24.4,89.8,LIGHT,20.0,1016.0,77.0,3.0,nuvens dispersas,sem chuva,15,5,9,1,0
6501,Very_High,40.1,86.8,82.6,LIGHT,13.0,1026.0,58.0,6.0,nuvens dispersas,sem chuva,9,2,2,0,1
6502,Low,41.5,9.8,86.4,LIGHT,27.0,1019.0,45.0,3.0,sem observação,sem chuva,13,5,9,1,0
6503,Very_High,41.3,65.5,79.5,LIGHT,12.0,1031.0,93.0,3.0,tempo nublado,sem chuva,10,4,12,0,0
6504,High,41.1,48.4,85.0,LIGHT,29.0,1013.0,65.0,4.0,sem observação,sem chuva,18,3,7,0,1
6505,High,38.7,86.0,90.8,LIGHT,20.0,1022.0,73.0,4.0,nuvens dispersas,sem chuva,17,6,8,1,1
6506,None_Existent,43.2,5.3,89.9,DARK,13.0,1020.0,100.0,2.0,nuvens dispersas,sem chuva,3,0,9,0,0
6507,Low,40.9,8.9,87.8,LIGHT,20.0,1019.0,64.0,2.0,céu claro,sem chuva,10,6,10,1,0
6508,Low,44.6,1.2,73.9,DARK,21.0,1016.0,93.0,1.0,sem observação,sem chuva,23,1,7,0,0
6509,Medium,36.9,13.8,75.5,DARK,9.0,1024.0,87.0,0.0,céu claro,sem chuva,20,0,11,0,0
6510,Medium,38.1,35.7,89.9,LIGHT,19.0,1016.0,72.0,3.0,céu claro,sem chuva,15,5,9,1,0
6511,Low,39.9,19.5,84.7,LIGHT,28.0,1018.0,34.0,5.0,céu claro,sem chuva,12,5,8,1,0
6512,Low,40.1,5.3,77.5,DARK,14.0,1023.0,93.0,6.0,sem observação,sem chuva,2,0,12,0,0
6513,None_Existent,39.2,0.0,88.8,DARK,11.0,1027.0,76.0,4.0,céu claro,sem chuva,23,3,2,0,0
6514,None_Existent,44.7,1.8,80.6,DARK,16.0,1022.0,37.0,4.0,céu claro,sem chuva,23,0,10,0,0
6515,Medium,46.2,13.4,81.0,DARK,18.0,1021.0,82.0,3.0,sem observação,sem chuva,20,0,8,0,0
6516,Medium,38.9,25.9,86.4,DARK,16.0,1017.0,93.0,1.0,sem observação,sem chuva,4,3,8,0,0
6517,Low,43.5,9.6,86.5,LIGHT,19.0,1018.0,68.0,3.0,céu claro,sem chuva,11,5,8,1,0
6518,None_Existent,44.0,1.2,80.9,DARK,16.0,1011.0,93.0,0.0,sem observação,sem chuva,22,0,10,0,0
6519,None_Existent,37.0,0.0,92.3,DARK,17.0,1016.0,100.0,1.0,céu pouco nublado,sem chuva,2,1,7,0,0
6520,None_Existent,44.2,1.6,81.5,LIGHT,31.0,1014.0,28.0,5.0,céu claro,sem chuva,12,5,9,1,0
6521,Medium,33.8,29.8,71.7,LIGHT,18.0,1015.0,59.0,3.0,sem observação,sem chuva,14,0,5,0,0
6522,Low,45.4,7.5,73.4,DARK,13.0,1022.0,100.0,2.0,sem observação,sem chuva,23,3,11,0,0
6523,Low,49.9,8.1,81.6,DARK,16.0,1017.0,100.0,2.0,sem observação,sem chuva,5,5,8,1,0
6524,High,37.4,55.3,76.3,LIGHT,18.0,1015.0,63.0,3.0,sem observação,sem chuva,16,0,5,0,0
6525,Medium,38.4,40.5,75.3,LIGHT,12.0,1011.0,87.0,7.0,nuvens dispersas,sem chuva,15,3,11,0,0
6526,Medium,34.4,15.8,77.7,LIGHT,22.0,1014.0,72.0,4.0,sem observação,sem chuva,12,5,6,1,0
6527,None_Existent,37.2,6.9,83.0,DARK,16.0,1019.0,100.0,1.0,sem observação,sem chuva,0,6,7,1,0
6528,Medium,47.0,4.1,76.2,DARK,6.0,1023.0,93.0,4.0,sem observação,sem chuva,7,1,11,0,1
6529,Medium,36.1,18.9,84.4,LIGHT,16.0,1018.0,72.0,4.0,nuvens dispersas,sem chuva,12,2,6,0,0
6530,Low,38.1,12.2,73.1,LIGHT,16.0,1021.0,88.0,2.0,sem observação,sem chuva,12,6,9,1,0
6531,Low,40.8,6.5,83.6,LIGHT,18.0,1018.0,55.0,0.0,céu limpo,sem chuva,8,5,4,1,1
6532,Low,42.3,7.7,83.7,LOW_LIGHT,17.0,1016.0,100.0,1.0,sem observação,sem chuva,6,1,7,0,0
6533,High,42.4,66.2,86.1,LIGHT,19.0,1012.0,72.0,5.0,nuvens dispersas,sem chuva,17,3,10,0,1
6534,Very_High,43.3,116.5,85.2,DARK,21.0,1018.0,82.0,7.0,nuvens quebrados,sem chuva,18,4,10,0,1
6535,Low,36.6,4.5,63.8,DARK,17.0,1010.0,77.0,4.0,sem observação,chuva fraca,21,4,5,0,0
6536,None_Existent,41.6,0.0,76.1,DARK,8.0,997.0,93.0,7.0,sem observação,chuva moderada,3,2,4,0,0
6537,Medium,37.9,25.3,80.2,LIGHT,16.0,1021.0,63.0,3.0,nuvens dispersas,sem chuva,13,4,6,0,0
6538,Low,41.8,10.4,88.4,LIGHT,31.0,1017.0,27.0,6.0,céu claro,sem chuva,12,6,8,1,0
6539,Medium,43.6,7.8,64.4,LIGHT,13.0,1011.0,100.0,4.0,sem observação,chuva moderada,6,1,6,0,0
6540,None_Existent,40.5,0.9,66.3,DARK,14.0,1018.0,87.0,4.0,nuvens dispersas,sem chuva,2,1,6,0,0
6541,None_Existent,39.3,5.0,90.2,DARK,13.0,1017.0,87.0,2.0,sem observação,chuva fraca,20,6,2,1,0
